Ticker,Description,Sector,Industry
FTI,"TechnipFMC plc engages in the oil and gas projects, technologies, and systems and services businesses. It operates through three segments: Subsea, Technip Energies, and Surface Technologies. The Subsea segment designs and manufactures products and systems; performs engineering, procurement, and project management; and provides services used by oil and gas companies involved in offshore exploration and production of crude oil and natural gas. The Technip Energies segment designs and builds onshore facilities related to the production, treatment, transformation, and transportation of hydrocarbons and renewable feedstock; and designs, manufactures, and installs fixed and floating platforms for the offshore production and processing of oil and gas reserves. The Surface Technologies segment designs and manufactures systems, as well as provides services used by oil and gas companies involved in the land and shallow water exploration and production of crude oil and natural gas. This segment also designs, manufactures, and supplies technologically advanced wellhead systems, and high pressure valves and pumps used in stimulation activities for oilfield service companies, as well as provides installation, flowback, and other services for exploration and production companies. The company operates in Europe, Russia, Central Asia, the Americas, the Asia Pacific, Africa, and the Middle East. TechnipFMC plc was incorporated in 2015 and is headquartered in London, the United Kingdom.",Energy,Oil & Gas Equipment & Services
TFX,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications worldwide. It provides vascular access products that comprise Arrow branded catheters and related devices, including catheter positioning systems for use in the administration of intravenous therapies, the measurement of blood pressure, and the withdrawal of blood samples through a single puncture site. The company also offers interventional products consist of various coronary catheters, structural heart therapies, and peripheral intervention and cardiac assist products that are used by interventional cardiologists and radiologists, and vascular surgeons; and Arrow branded catheters, Guideline and Trapliner catheters, the Manta Vascular Closure, and Arrow Oncontrol devices. It provides anesthesia products, such as airway and pain management products to support hospital, emergency medicine, and military channels; and surgical products, including metal and polymer ligation clips, and fascial closure surgical systems that are used in laparoscopic surgical procedures, percutaneous surgical systems, and other surgical instruments. The company also offers interventional urology product comprises the UroLift System, an invasive technology for treating lower urinary tract symptoms due to benign prostatic hyperplasia; and respiratory products, including oxygen and aerosol therapies, spirometry, and ventilation management products for use in various care settings. It provides urology products, such as catheters, urine collectors, and catheterization accessories and products for operative endourology; and bladder management for patients in the hospital and individuals in the home care markets. The company serves hospitals and healthcare providers, medical device manufacturers, and home care markets. The company was founded in 1943 and is headquartered in Wayne, Pennsylvania.",Healthcare,Medical Instruments & Supplies
TER,"Teradyne, Inc. designs, develops, manufactures, sells, and supports automatic test equipment worldwide. The company operates through Semiconductor Test, System Test, Industrial Automation, and Wireless Test segments. The Semiconductor Test segment offers products and services for wafer level and device package testing in automotive, industrial, communications, consumer, computer and electronic game, and other applications. This segment also provides FLEX test platform systems; J750 test system to address the highest volume semiconductor devices; Magnum platform that tests memory devices, such as flash memory and DRAM; and ETS platform for semiconductor manufacturers, and assembly and test subcontractors in the analog/mixed signal markets. It serves integrated device manufacturers that integrate the fabrication of silicon wafers into their business; fabless companies that outsource the manufacturing of silicon wafers; foundries; and outsourced semiconductor assembly and test providers. The System Test segment offers defense/aerospace test instrumentation and systems; storage test systems; and circuit-board test and inspection systems. The Industrial Automation segment provides collaborative, autonomous mobile, and advanced robotic control software for manufacturing and light industrial customers. The Wireless Test segment provides test solutions for use in the development and manufacture of wireless devices, smart phones, tablets, notebooks, laptops, peripherals, and Internet-of-Things devices under the LitePoint brand name. This segment also offers IQxel products for Wi-Fi and other standards; IQxstream solution for testing GSM, EDGE, CDMA2000, TD-SCDMA, WCDMA, HSPA+, LTE-FDD, TD_LTE, LTE-A, and 5G technologies; IQcell, a multi-device cellular signaling test solution; IQgig test solution; and turnkey test software for wireless chipsets. The company was founded in 1960 and is headquartered in North Reading, Massachusetts.",Technology,Semiconductor Equipment & Materials
TXN,"Texas Instruments Incorporated designs, manufactures, and sells semiconductors to electronics designers and manufacturers worldwide. It operates in two segments, Analog and Embedded Processing. The Analog segment offers power products to manage power requirements in various levels using battery management solutions, portable components, power supply controls, point-of-load products, switches and interfaces, integrated protection devices, high-voltage products, and mobile lighting and display products. This segment also provides signal chain products that sense, condition, and measure signals to allow information to be transferred or converted for further processing and control for use in end markets, including amplifiers, data converters, interface products, motor drives, clocks, and sensing products.; and high volume products comprising integrated analog and standard products, which are primarily for sale into personal electronics, industrial, and automotive markets. The Embedded Processing segment offers connected microcontrollers, such as microcontrollers, microcontrollers with integrated wireless capabilities, and stand-alone wireless connectivity solutions that are used in electronic equipment; digital signal processors for mathematical computations; and applications processors for specific computing activity. This segment offers products for use in various markets, such as industrial, automotive, Personal electronics, communications equipment, enterprise systems, and calculators and other. The company also provides DLP products primarily for use in projectors to create high-definition images; calculators; and application-specific integrated circuits. Texas Instruments Incorporated markets and sells its semiconductor products through direct sales and distributors, as well as through its website. The company was founded in 1930 and is headquartered in Dallas, Texas.",Technology,Semiconductors
TDY,"Teledyne Technologies Incorporated provides instrumentation, digital imaging, aerospace and defense electronics, and engineered systems in the United States, the United Kingdom, Canada, the Netherlands, and internationally. The company's Instrumentation segment offers monitoring and control instruments for marine, environmental, industrial, and other applications, as well as electronic test and measurement equipment; and power and communications connectivity devices for distributed instrumentation systems and sensor networks deployed in mission critical and harsh environments. Its Digital Imaging segment provides image sensors and digital cameras for use in industrial, scientific, academic research, and medical applications; and hardware and software for image processing and automatic data collection in industrial, academic research, and medical applications, as well as manufacturing services for micro electro-mechanical systems. This segment also offers light detection and ranging systems; focal plane arrays, sensors, and subsystems; and geospatial software products. The company's Aerospace and Defense Electronics segment provides electronic components and subsystems, as well as communications products, such as defense electronics; environment interconnects; data acquisition and communications equipment for aircraft; components and subsystems for wireless and satellite communications; and general aviation batteries. Its Engineered Systems segment offers systems engineering and integration, technology development, and manufacturing solutions for defense, space, environmental, and energy applications; and designs and manufactures electrochemical energy systems and electronics for military applications. The company markets and sells its products and services through sales forces, third-party distributors, and commissioned sales representatives. Teledyne Technologies Incorporated was founded in 1960 and is headquartered in Thousand Oaks, California.",Technology,Scientific & Technical Instruments
TXT,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses worldwide. The company's Textron Aviation segment manufactures, sells, and services business jets, turboprop and piston engine aircraft, and military trainer and defense aircraft; and commercial parts, as well as offers maintenance, inspection, and repair services. Its Bell segment supplies military and commercial helicopters, tiltrotor aircraft, and related spare parts and services. The company's Textron Systems segment offers unmanned aircraft systems, unmanned surface systems, mission command hardware and solutions, and customer support and logistics services; simulation, training, and other defense and aviation mission support products and services; airborne and ground-based sensors and surveillance systems, and protection systems; precision guided weapons systems; marine craft, armored vehicles, and specialty vehicles used for fire and rescue applications; test equipment, electronic warfare test, and training and intelligence software solutions; and piston aircraft engines, as well as designs, develops, manufactures, installs, and maintains full flight simulators. Its Industrial segment offers blow-molded plastic fuel systems, including conventional plastic fuel tanks and pressurized fuel tanks for hybrid applications, clear-vision systems, and plastic tanks for catalytic reduction systems primarily to automobile OEMs; and golf cars, off-road utility vehicles, recreational side-by-side and all-terrain vehicles, snowmobiles, light transportation vehicles, aviation ground support equipment, professional turf-maintenance equipment, and turf-care vehicles to golf courses and resorts, government agencies and municipalities, consumers, outdoor enthusiasts, and commercial and industrial users. The company's Finance segment provides financing to purchase new and pre-owned aircraft and helicopters. Textron Inc. was founded in 1923 and is headquartered in Providence, Rhode Island.",Industrials,Aerospace & Defense
TIF,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings. The company sells its products through retail, Internet and catalog, business-to-business, and wholesale distribution channels. As of January 31, 2020, it operated 124 stores in the Americas, 91 stores in the Asia-Pacific, 58 stores in Japan, 48 stores in Europe, and 5 stores in the United Arab Emirates. Tiffany & Co. was founded in 1837 and is headquartered in New York, New York.",Consumer Cyclical,Luxury Goods
TMO,"Thermo Fisher Scientific Inc. provides analytical and other instruments, laboratory equipment, software, consumables, reagents, instrument systems, chemicals, supplies, and services worldwide. The company's Life Sciences Solutions segment offers reagents, instruments, and consumables for biological and medical research, discovery and production of new drugs and vaccines, and diagnosis of diseases to pharmaceutical, biotechnology, agricultural, clinical, academic, and government markets. Its Analytical Instruments segment provides instruments, consumables, software, and services for use in laboratory, on production line, and in field for pharmaceutical, biotechnology, academic, government, environmental, and research and industrial markets, as well as clinical laboratories. The company's Specialty Diagnostics segment offers liquid, ready-to-use, and lyophilized immunodiagnostic reagent kits, as well as calibrators, controls, and calibration verification fluids; blood-test systems and antibody tests; dehydrated and prepared culture media, collection and transport systems, instrumentation, and consumables; cancer diagnosis and medical research products; human leukocyte antigen typing and testing for organ transplant market; and healthcare products. Its Laboratory Products and Services segment provides laboratory refrigerators and freezers, and ultralow-temperature freezers and cryopreservation storage tanks; temperature control, sample preparation and preservation, centrifugation, and biological safety cabinet products; water analysis instruments; laboratory plastics and chemicals; and pharma services. It has collaboration with WuXi Diagnostics and Mayo Clinic to develop antibodies tests; a strategic collaboration with SchrÃ¶dinger, Inc. to expand structure-based drug discovery to novel targets using Cryo-EM; and an agreement with Daiichi Sankyo to co-develop a companion diagnostic. The company was incorporated in 1956 and is headquartered in Waltham, Massachusetts.",Healthcare,Diagnostics & Research
TJX,"The TJX Companies, Inc., together with its subsidiaries, operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International. The company sells family apparel, including footwear and accessories; home fashions, such as home basics, furniture, rugs, lighting products, giftware, soft home products, decorative accessories, tabletop, and cookware, as well as expanded pet, kids, and gourmet food departments; fine jewelry and accessories; and other merchandise. As of February 1, 2020, it operated 1,273 T.J. Maxx, 1,130 Marshalls, 809 HomeGoods, 46 Sierra, and 32 Homesense stores, as well as tjmaxx.com, marshalls.com, and sierra.com in the United States; 279 Winners, 137 HomeSense, and 97 Marshalls stores in Canada; 594 T.K. Maxx and 78 Homesense stores, as well as tkmaxx.com in Europe; and 54 T.K. Maxx stores in Australia. The company is headquartered in Framingham, Massachusetts.",Consumer Cyclical,Apparel Retail
TT,"Trane Technologies plc provides climate control solutions for buildings, homes, and transportation. It offers offers air conditioners, exchangers, and handlers; airside and terminal devices; auxiliary power units; chillers; coils and condensers; gensets; furnaces; heat pumps; home automation products; humidifiers; hybrid and non-diesel transport refrigeration, and ice energy storage solutions; indoor air quality; industrial refrigeration products; large and light commercial unitary products;motor replacements; refrigerant reclamation products; thermostats/controls; transport heater products; variable refrigerant flow products; and water source heat pumps. It also provides building management, control, ductless, geothermal, package heating and cooling, temporary heating and cooling, and unitary systems; bus, rail, and multi-pipe heating, ventilation, and air conditioning systems; and container, cryogenic, diesel-powered, industrial, rail, self-powered truck, trailer, and vehicle-powered truck refrigeration systems, as well as aftermarket and OEM parts and supplies. In addition, it offers energy and facility management, installation and performance contracting, repair and maintenance, and rental services. Trane Technologies plc markets and sells its products under the American Standard, Nexia, Thermo King, and Trane brands through sales offices, distributors, and dealers in the United States; and through sales and service companies with a supporting chain of distributors worldwide. The company was formerly known as Ingersoll-Rand Plc and changed its name to Trane Technologies plc in March 2020. Trane Technologies plc was founded in 1885 and is headquartered in Swords, Ireland.",Industrials,Specialty Industrial Machinery
TSCO,"Tractor Supply Company operates rural lifestyle retail stores in the United States. The company offers a selection of merchandise, including equine, livestock, pet, and small animal products necessary for their health, care, growth, and containment; hardware, truck, towing, and tool products; seasonal products, such as heating products, lawn and garden items, power equipment, gifts, and toys; work/recreational clothing and footwear; and maintenance products for agricultural and rural use. It provides its products under the 4health, Producer's Pride, Bit & Bridle, Red Shed, Blue Mountain, Redstone, C.E. Schmidt, Retriever, Countyline, Ridgecut, Dumor, Royal Wing, Groundwork, Traveller, Huskee, Treeline, JobSmart, TSC Tractor Supply Co, Paws & Claws, and Untamed brand names. As of December 28, 2019, it operated 2,024 retail stores in 49 states. The company operates its retail stores under the Tractor Supply Company, Del's Feed & Farm Supply, and Petsense names. It also operates Websites under the TractorSupply.com and Petsense.com names. The company sells its products to recreational farmers, ranchers, and others, as well as tradesmen and small businesses. Tractor Supply Company was founded in 1938 and is based in Brentwood, Tennessee.",Consumer Cyclical,Specialty Retail
TRV,"The Travelers Companies, Inc., through its subsidiaries, provides a range of commercial and personal property, and casualty insurance products and services to businesses, government units, associations, and individuals in the United states and internationally. The company operates through three segments: Business Insurance, Bond & Specialty Insurance, and Personal Insurance. The Business Insurance segment offers workers' compensation, commercial automobile and property, general liability, commercial multi-peril, employers' liability, public and product liability, professional indemnity, marine, aviation, onshore and offshore energy, construction, terrorism, personal accident, and kidnap and ransom insurance products. This segment operates through select accounts, which serve small businesses; commercial accounts that serve mid-sized businesses; national accounts, which serve large companies; and national property and other that serve large and mid-sized customers, commercial transportation industry, and agricultural businesses, as well as markets and distributes its products through brokers, wholesale agents, program managers, and specialized retail agents. The Bond & Specialty Insurance segment provides surety, fidelity, management and professional liability, and other property and casualty insurance products through independent agencies and brokers. The Personal Insurance segment offers property and casualty insurance covering personal risks, primarily automobile and homeowners insurance to individuals through independent agencies and brokers. The Travelers Companies, Inc. was founded in 1853 and is based in New York, New York.",Financial Services,Insurance—Property & Casualty
TFC,"Truist Financial Corporation, a holding company, provides banking and trust services for small and mid-size businesses, public agencies, local governments, corporations, and individuals in the Southeastern and Mid-Atlantic United States. The company operates through three segments: Consumer Banking and Wealth, Corporate and Commercial Banking, and Insurance Holdings. Its deposit products include noninterest-bearing checking, interest-bearing checking, savings, and money market deposit accounts, as well as certificates of deposit and individual retirement accounts. The company also provides funding; asset management; automobile lending; bankcard lending; consumer finance; home equity and mortgage lending; insurance, such as property and casualty, life, health, employee benefits, workers compensation and professional liability, surety coverage, title, and other insurance products; investment brokerage; mobile/online banking; and payment, lease financing, small business lending, and wealth management/private banking services. In addition, it offers association, capital market, institutional trust, insurance premium and commercial finance, international banking, leasing, merchant, commercial deposit and treasury, commercial middle market lending, floor plan lending, commercial mortgage lending, mortgage warehouse lending, private equity investment, real estate lending, and supply chain financing services. Further, the company provides retail and wholesale brokerage, equity and debt underwriting, and investment advice. As of December 31, 2019, the company operated through approximately 2,958 banking offices. The company was formerly known as BB&T Corporation and changed its name to Truist Financial Corporation in December 2019. Truist Financial Corporation was founded in 1872 and is headquartered in Charlotte, North Carolina.",Financial Services,Banks—Regional
TDG,"TransDigm Group Incorporated designs, produces, and supplies aircraft components in the United States and internationally. The company operates through three segments: Power & Control, Airframe, and Non-aviation. The Power & Control segment offers mechanical/electro-mechanical actuators and controls, ignition systems and engine technology, specialized pumps and valves, power conditioning devices, specialized AC/DC electric motors and generators, databus and power controls, sensor products, switches and relay panels, hoists, winches and lifting devices, and cargo loading and handling systems. This segment serves engine and power system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. The Airframe segment provides engineered latching and locking devices, rods and locking devices, engineered connectors and elastomers, cockpit security components and systems, aircraft audio systems, specialized lavatory components, seat belts and safety restraints, engineered interior surfaces and related components, thermal protection products, lighting and control technology, military personnel parachutes, and cargo delivery systems. This segment serves airframe manufacturers, cabin system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. The Non-aviation segment offers seat belts and safety restraints for ground transportation applications, mechanical/electro-mechanical actuators and controls for space applications, and refueling systems for heavy equipment, as well as hydraulic/electromechanical actuators and fuel valves for land based gas turbines. This segment serves off-road vehicle and subsystem suppliers, child restraint system suppliers, and satellite and space system suppliers; and manufacturers of heavy equipment. TransDigm Group Incorporated was founded in 1993 and is headquartered in Cleveland, Ohio.",Industrials,Aerospace & Defense
TWTR,"Twitter, Inc. operates as a platform for public self-expression and conversation in real time United States and internationally. The company offers various products and services, including Twitter, a platform that allows users to consume, create, distribute, and discover content; and Periscope, a mobile application that enables user to broadcast and watch video live with others. It also provides promoted products and services, such as promoted tweets, promoted accounts, and promoted trends, which enable its advertisers to promote their brands, products, and services. In addition, the company offers a set of tools and public application programming interfaces for developers to contribute their content to its platform, syndicate and distribute Twitter content across their properties, and enhance their Websites and applications with Twitter content. Further, it provides subscription access to its public data feed for data partners. Twitter, Inc. was founded in 2006 and is headquartered in San Francisco, California.",Communication Services,Internet Content & Information
TYL,"Tyler Technologies, Inc. provides integrated information management solutions and services for the public sector in the United States and internationally. The company operates in two segments, Enterprise Software; and Appraisal and Tax. It offers financial management solutions, including modular fund accounting systems for government agencies or not-for-profit entities; utility billing systems for the billing and collection of metered and non-metered services; products to automate city and county functions, such as municipal courts, parking tickets, equipment and project costing, animal and business licenses, permits and inspections, code enforcement, citizen complaint tracking, ambulance billing, fleet maintenance, and cemetery records management; and student information and transportation solutions for K-12 schools. The company also provides a suite of judicial solutions comprising court case management, court and law enforcement, prosecutor, and supervision systems to handle multi-jurisdictional county or statewide implementations, and single county systems; public safety software solutions; systems and software to automate the appraisal and assessment of real and personal property, as well as tax applications for agencies that bill and collect taxes; planning, regulatory, and maintenance software solutions for public sector agencies; software applications to enhance and automate operations involving records and document management; and data and insights solutions. In addition, it offers software as a service arrangements and electronic document filing solutions for courts and law offices; software and hardware installation, data conversion, training, product modification, and maintenance and support services; and property appraisal outsourcing services for taxing jurisdictions. The company has a strategic collaboration agreement with Amazon Web Services for cloud hosting services. The company was founded in 1966 and is headquartered in Plano, Texas.",Technology,Software—Application
TSN,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and live market hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully-cooked meats; and raises and processes chickens into fresh, frozen, and value-added chicken products. It also supplies poultry breeding stock; sells allied products, such as hides and meats; and manufactures and markets frozen and refrigerated food products, including ready-to-eat sandwiches, flame-grilled hamburgers, Philly steaks, pepperoni, bacon, breakfast sausage, turkey, lunchmeat, hot dogs, flour and corn tortilla products, appetizers, snacks, prepared meals, ethnic foods, side dishes, meat dishes, breadsticks, and processed meats. The company offers its products primarily under the Tyson, Jimmy Dean, Hillshire Farm, Ball Park, Wright, Aidells, ibp, State Fair, Gallo Salame, and Golden Island brands. It sells its products through its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors, live markets, international export companies, and domestic distributors who serve restaurants and foodservice operations, such as plant and school cafeterias, convenience stores, hospitals, and other vendors, as well as through independent brokers and trading companies. The company was founded in 1935 and is headquartered in Springdale, Arkansas.",Consumer Defensive,Farm Products
ULTA,"Ulta Beauty, Inc. operates as a beauty retailer in the United States. The company's stores offer cosmetics, fragrances, skincare and haircare products, bath and body products, and salon styling tools; professional hair products; salon services, including hair, skin, makeup, and brow services; and others, including nail products and accessories. It also provides private label products, such as the Ulta Beauty Collection branded cosmetics, skincare, and bath products, as well as Ulta Beauty branded products; and the Ulta Beauty branded gifts. As of May 2, 2020, the company operated 1,264 retail stores across 50 states. It also distributes its products through its Website, ulta.com. The company was formerly known as Ulta Salon, Cosmetics & Fragrance, Inc. and changed its name to Ulta Beauty, Inc. in January 2017. Ulta Beauty, Inc. was founded in 1990 and is based in Bolingbrook, Illinois.",Consumer Cyclical,Specialty Retail
UDR,"UDR, Inc. (NYSE: UDR), an S&P 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate communities in targeted U.S. markets. As of June 30, 2020, UDR owned or had an ownership position in 51,320 apartment homes including 819 homes under development. For over 48 years, UDR has delivered long-term value to shareholders, the best standard of service to Residents and the highest quality experience for Associates.",Real Estate,REIT—Residential
UAA,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. The company offers its apparel in compression, fitted, and loose types to be worn in hot and cold. It also provides various footwear products for running, basketball, cleated sports, training, and outdoor. In addition, the company offers accessories, which include gloves, bags, and headwear; and digital fitness subscriptions, as well as digital advertising through MapMyFitness, MyFitnessPal, and Endomondo platforms. It primarily offers its products under the HEATGEAR, COLDGEAR, RUSH or RECOVER, UA Logo, UNDER ARMOUR, UA, ARMOUR, PROTECT THIS HOUSE, I WILL, ARMOURBOX, ARMOUR BRA, and ARMOUR FLEECE, as well as MyFitnessPal, MapMyFitness, and UNDER ARMOUR CONNECTED FITNESS brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 388 brand and factory house stores, as well as through e-commerce websites. Under Armour, Inc. was founded in 1996 and is headquartered in Baltimore, Maryland.",Consumer Cyclical,Apparel Manufacturing
USB,"U.S. Bancorp, a financial services holding company, provides various financial services in the United States. It operates in five segments: Corporate and Commercial Banking, Consumer and Business Banking, Wealth Management and Investment Services, Payment Services, and Treasury and Corporate Support. The company offers depository services, including checking accounts, savings accounts, and time certificate contracts; lending services, such as traditional credit products; and credit card services, lease financing and import/export trade, asset-backed lending, agricultural finance, and other products, as well as home equity, auto, boat, RV, personal loans, and personal line of credit. It also provides ancillary services comprising capital markets, treasury management, and receivable lock-box collection services to corporate customers; and a range of asset management and fiduciary services for individuals, estates, foundations, business corporations, and charitable organizations. In addition, the company offers investment and insurance products to its customers principally within its markets, as well as fund administration services to a range of mutual and other funds. Further, it provides corporate and purchasing card, and corporate trust services; and merchant processing services, as well as cash and investment management, ATM processing, mortgage banking, and brokerage and leasing services. The company offers its products and services through operating a network of 2,795 banking offices principally operating in the Midwest and West regions of the United States, as well as through online services and over mobile devices. It also operates a network of 4,459 ATMs. The company has a strategic alliance with State Farm Bank. The company was founded in 1863 and is headquartered in Minneapolis, Minnesota.",Financial Services,Banks—Regional
UA,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. The company offers its apparel in compression, fitted, and loose types to be worn in hot and cold. It also provides various footwear products for running, basketball, cleated sports, training, and outdoor. In addition, the company offers accessories, which include gloves, bags, and headwear; and digital fitness subscriptions, as well as digital advertising through MapMyFitness, MyFitnessPal, and Endomondo platforms. It primarily offers its products under the HEATGEAR, COLDGEAR, RUSH or RECOVER, UA Logo, UNDER ARMOUR, UA, ARMOUR, PROTECT THIS HOUSE, I WILL, ARMOURBOX, ARMOUR BRA, and ARMOUR FLEECE, as well as MyFitnessPal, MapMyFitness, and UNDER ARMOUR CONNECTED FITNESS brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 388 brand and factory house stores, as well as through e-commerce websites. Under Armour, Inc. was founded in 1996 and is headquartered in Baltimore, Maryland.",Consumer Cyclical,Apparel Manufacturing
UNP,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, engages in the railroad business in the United States. It offers transportation services for agricultural products, including grains, commodities produced from grains, fertilizers, and food and beverage products to grain processors, animal feeders, ethanol producers, and other agricultural users; coal and sand, as well as petroleum, liquid petroleum gases, and renewables; and construction products, industrial chemicals, plastics, forest products, specialized products, metals and ores, and soda ash, as well as intermodal and finished vehicles. As of December 31, 2019, its rail network included 32,340 route miles linking Pacific Coast and Gulf Coast ports with the Midwest and Eastern United States gateways. Union Pacific Corporation was founded in 1862 and is headquartered in Omaha, Nebraska.",Industrials,Railroads
UAL,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in North America, Asia, Europe, Africa, the Pacific, the Middle East, and Latin America. It transports people and cargo through its mainline and regional fleets. As of February 28, 2020, the company operated approximately 791 mainline aircraft. It also sells fuel; and offers catering, ground handling, and maintenance services for third parties. The company was formerly known as United Continental Holdings, Inc. and changed its name to United Airlines Holdings, Inc. in June 2019. United Airlines Holdings, Inc. was founded in 1934 and is headquartered in Chicago, Illinois.",Industrials,Airlines
UNH,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, OptumHealth, OptumInsight, and OptumRx. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; health and well-being services to individuals age 50 and older, addressing their needs for preventive and acute health care services, as well as services dealing with chronic disease and other specialized issues for older individuals; Medicaid plans, Children's Health Insurance Program, and health care programs; medical and dental benefits; and health care delivery. The OptumHealth segment provides access to networks of care provider specialists, health management services, care delivery, consumer engagement, and financial services. This segment serves individuals through programs offered by employers, payers, government entities, and directly with the care delivery systems. The OptumInsight segment offers software and information products, advisory consulting arrangements, and services outsourcing contracts to hospital systems, physicians, health plans, governments, life sciences companies, and other organizations. The OptumRx segment provides pharmacy care services and programs, including retail network contracting, home delivery, specialty and compounding pharmacy, and purchasing and clinical, as well as develops programs in areas, such as step therapy, formulary management, drug adherence, and disease/drug therapy management. UnitedHealth Group Incorporated was incorporated in 1977 and is based in Minnetonka, Minnesota.",Healthcare,Healthcare Plans
UPS,"United Parcel Service, Inc. provides letter and package delivery, specialized transportation, logistics, and financial services. It operates through three segments: U.S. Domestic Package, International Package, and Supply Chain & Freight. The U.S. Domestic Package segment offers time-definite delivery of letters, documents, small packages, and palletized freight through air and ground services in the United States. The International Package segment provides guaranteed day and time-definite international shipping services in Europe, the Asia Pacific, Canada and Latin America, the Indian sub-continent, the Middle East, and Africa. This segment offers guaranteed time-definite express options, including Express Plus, Express, and Express Saver. The Supply Chain & Freight segment provides international air and ocean freight forwarding, customs brokerage, distribution and post-sales, and mail and consulting services in approximately 220 countries and territories; and less-than-truckload and truckload services to customers in North America. This segment also offers truckload brokerage services; supply chain solutions to the healthcare and life sciences industry; shipping, visibility, and billing technologies; and financial, insurance, and payment services. The company operates a fleet of approximately 125,000 package cars, vans, tractors, and motorcycles; and owns 52,000 containers that are used to transport cargo in its aircraft. United Parcel Service, Inc. was founded in 1907 and is headquartered in Atlanta, Georgia.",Industrials,Integrated Freight & Logistics
URI,"United Rentals, Inc., through its subsidiaries, operates as an equipment rental company. It operates in two segments, General Rentals; and Trench, Power and Fluid Solutions. The General Rentals segment rents general construction and industrial equipment, including backhoes, skid-steer loaders, forklifts, earthmoving equipment, and material handling equipment; aerial work platforms, such as boom lifts and scissor lifts; and general tools and light equipment comprising pressure washers, water pumps, and power tools. It serves construction and industrial companies, manufacturers, utilities, municipalities, homeowners, and government entities. The Trench, Power and Fluid Solutions segment rents specialty construction products that include trench safety equipment, which comprise trench shields, aluminum hydraulic shoring systems, slide rails, crossing plates, construction lasers, and line testing equipment for underground work; and power, as well as heating, ventilating, and air conditioning equipment, including portable diesel generators, electrical distribution equipment, and temperature control equipment. It is also involved in the rental of fluid solutions equipment primarily used for fluid containment, transfer, and treatment. This segment serves construction companies involved in infrastructure projects, and municipalities and industrial companies. The company also sells aerial lifts, reach forklifts, telehandlers, compressors, and generators; construction consumables, tools, small equipment, and safety supplies; and parts for equipment that is owned by its customers, as well as provides repair and maintenance services. It sells its used equipment through its sales force, brokers, and Website, as well as at auctions and directly to manufacturers. As of January 29, 2020, the company operated a network of 1,164 rental locations in North America and 11 in Europe. United Rentals, Inc. was founded in 1997 and is headquartered in Stamford, Connecticut.",Industrials,Rental & Leasing Services
UHS,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, outpatient facilities, and behavioral health care facilities. The company operates through Acute Care Hospital Services, Behavioral Health Care Services, and Other segments. Its hospital offer general and specialty surgery, internal medicine, obstetrics, emergency room care, radiology, oncology, diagnostic care, coronary care, pediatric services, pharmacy services, and/or behavioral health services. As of February 26, 2020, it owned and/or operated 354 inpatient facilities, and 42 outpatient and other facilities located in 37 states, Washington, D.C., the United Kingdom, and Puerto Rico. Universal Health Services, Inc. founded in 1978 and is headquartered in King Of Prussia, Pennsylvania.",Healthcare,Medical Care Facilities
