,Ticker,Description,Sector,Industry
257,IQV,"IQVIA Holdings Inc. provides advanced analytics, technology solutions, and contract research services to the life sciences industry in the Americas, Europe, Africa, and the Asia-Pacific. It operates through three segments: Technology & Analytics Solutions, Research & Development Solutions, and Contract Sales & Medical Solutions. The Technology & Analytics Solutions segment offers a range of cloud-based applications and related implementation services; real world solutions; and strategic and implementation consulting services, such as advanced analytics and commercial processes outsourcing services. This segment also provides country level performance metrics related to sales of pharmaceutical products, prescribing trends, medical treatment, and promotional activity across various channels, including retail, hospital, and mail order; and measurement of sales or prescribing activity at the regional, zip code, and individual prescriber level. The Research & Development Solutions segment offers project management and clinical monitoring; clinical trial support services; and strategic planning and design services, as well as clinical trial, genomic, bioanalytical, ADME, discovery, vaccine and biomarker laboratory services. The Contract Sales & Medical Solutions segment provides health care provider and patient engagement services, and scientific strategy and medical affairs services. The company has a strategic alliance with ACCORD-2 to provide single research platform to speed development of new COVID-19 treatments. IQVIA Holdings Inc. serves pharmaceutical, biotechnology, device and diagnostic, and consumer health companies. The company was formerly known as Quintiles IMS Holdings, Inc. and changed its name to IQVIA Holdings Inc. in November 2017. IQVIA Holdings Inc. was founded in 1982 and is headquartered in Durham, North Carolina.",Healthcare,Diagnostics & Research
258,IRM,"Iron Mountain Incorporated (NYSE: IRM), founded in 1951, is the global leader for storage and information management services. Trusted by more than 225,000 organizations around the world, and with a real estate network of more than 90 million square feet across more than 1,480 facilities in approximately 50 countries, Iron Mountain stores and protects billions of valued assets, including critical business information, highly sensitive data, and cultural and historical artifacts. Providing solutions that include secure records storage, information management, digital transformation, secure destruction, as well as data centers, cloud services and art storage and logistics, Iron Mountain helps customers lower cost and risk, comply with regulations, recover from disaster, and enable a more digital way of working.",Real Estate,REIT—Specialty
259,JKHY,"Jack Henry & Associates, Inc. provides technology solutions and payment processing services primarily for financial services organizations in the United States. The company offers information and transaction processing solutions for banks ranging from community to multi-billion-dollar asset institutions under the Jack Henry Banking brand; core data processing solutions for various credit unions under the Symitar brand; and specialized financial performance, imaging and payments processing, information security and risk management, retail delivery, and online and mobile solutions to financial institutions and corporate entities under the ProfitStars brand. It also provides a suite of integrated applications required to process deposit, loan, and general ledger transactions, as well as to maintain centralized customer/member information; and complementary products and services that enable core bank and credit union clients to respond to evolving customer/member demands. The company's Jack Henry Banking business brand offers SilverLake, a robust primarily designed for commercial-focused banks; CIF 20/20, a parameter-driven, easy-to-use system for banks; and Core Director, a cost-efficient system with point-and-click operation. Its Symitar business brand provides Episys, a robust designed for credit unions; and CruiseNet, a cost-efficient system designed primarily for credit unions. In addition, the company offers electronic payment solutions; purchases and resells hardware systems, including servers, workstations, scanners, and other devices; and provides implementation, training, and support services. Jack Henry & Associates, Inc. was founded in 1976 and is headquartered in Monett, Missouri.",Technology,Information Technology Services
260,J,"Jacobs Engineering Group Inc. provides consulting, technical, scientific, and project delivery services for the government and private sectors in the United States, Canada, Europe, Asia, India, Australia, New Zealand, South America, Mexico, the Middle East, and Africa. The company operates through Critical Mission Solutions, and People & Places Solutions segments. The Critical Mission Solutions segment provides cybersecurity, data analytics, software application development, enterprise and mission IT, systems integration, and other technical consulting solutions to government agencies, as well as various aerospace, automotive, and telecom customers. The People & Places Solutions segment offers data analytics, artificial intelligence and automation, and software development solutions, as well as digitally-driven consulting, planning, architecture, and program management solutions. The company also offers engineering, design, and architectural services; construction services for wind-tunnel and water design-build projects; construction management services; and operations and maintenance services. Jacobs Engineering Group Inc. was founded in 1947 and is headquartered in Dallas, Texas.",Industrials,Engineering & Construction
261,JBHT,"J.B. Hunt Transport Services, Inc., together with its subsidiaries, provides surface transportation and delivery services in the continental United States, Canada, and Mexico. It operates in four segments: Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), and Truckload (JBT). The JBI segment offers intermodal freight solutions, including origin and destination pickup, and delivery services. It operates 96,743 pieces of company-owned trailing equipment; owns and maintains its own chassis fleet of 82,731 units; and manages a fleet of 4,989 company-owned tractors, 570 independent contractor trucks, and 6,376 company drivers. The DCS segment designs, develops, and executes supply-chain solutions that support various transportation networks. As of December 31, 2019, it operated 10,542 company-owned trucks, 505 customer-owned trucks, and 40 independent contractor trucks, as well as 20,860 owned pieces of trailing equipment and 7,258 customer-owned trailers. The ICS segment offers traditional freight brokerage and transportation logistics solutions; and flatbed, refrigerated, expedited, and less-than-truckload solutions, as well as various dry-van and intermodal solutions. It also provides an online multimodal marketplace; and single-source logistics management for customers that desire to outsource their transportation functions. This segment operates 37 remote sales offices or branches. The JBT segment offers full-load and dry-van freight services by utilizing tractors operating over roads and highways. As of December 31, 2019, it operated 845 company-owned tractors. The company also transports or arranges for the transportation of freight, including general merchandise, specialty consumer items, appliances, forest and paper products, food and beverages, building materials, soaps and cosmetics, automotive parts, agricultural products, electronics, and chemicals. J.B. Hunt Transport Services, Inc. was incorporated in 1961 and is headquartered in Lowell, Arkansas.",Industrials,Integrated Freight & Logistics
262,SJM,"The J. M. Smucker Company manufactures and markets food and beverage products worldwide. It operates in four segments: U.S. Retail Pet Foods, U.S. Retail Coffee, U.S. Retail Consumer Foods, and International and Away From Home. The company offers pet food and snacks; mainstream roast, ground, single serve, and premium coffee; peanut butter and specialty spreads; fruit spreads, shortening and oils, and frozen sandwiches and snacks; and foodservice hot beverage, foodservice portion control, and flour products, as well as dog and cat food, frozen handheld products, portion control products, juices and beverages, and baking mixes and ingredients. It provides its products under the Meow Mix, Kibbles Ân Bits, 9Lives, Nature's Recipe, Milk-Bone, Pup-Peroni, Rachael Ray Nutrish, Natural Balance, Folgers, CafÃ© Bustelo, Dunkin' Donuts, 1850, Jif, Smucker's, Smucker's Uncrustables, Crisco, Robin Hood, and Five Roses brands. The company sells its products through direct sales and brokers to food retailers and wholesalers, club stores, discount and dollar stores, online retailers, pet specialty stores, natural foods stores and distributors, drug stores, military commissaries, and mass merchandisers; and through retail channels, and foodservice distributors and operators. The J. M. Smucker Company was founded in 1897 and is headquartered in Orrville, Ohio.",Consumer Defensive,Packaged Foods
263,JNJ,"Johnson & Johnson researches and develops, manufactures, and sells various products in the health care field worldwide. It operates in three segments: Consumer, Pharmaceutical, and Medical Devices. The Consumer segment offers baby care products under the JOHNSON'S brand; oral care products under the LISTERINE brand; beauty products under the AVEENO, CLEAN & CLEAR, DR. CI:LABO NEUTROGENA, and OGX brands; over-the-counter medicines, including acetaminophen products under the TYLENOL brand; cold, flu, and allergy products under the SUDAFED brand; allergy products under the BENADRYL and ZYRTEC brands; ibuprofen products under the MOTRIN IB brand; and acid reflux products under the PEPCID brand. This segment also provides women's health products, such as sanitary pads and tampons under the STAYFREE, CAREFREE, and o.b. brands; wound care products comprising adhesive bandages under the BAND-AID brand; and first aid products under the NEOSPORIN brand. The Pharmaceutical segment offers products in various therapeutic areas, including immunology, infectious diseases, neuroscience, oncology, pulmonary hypertension, and cardiovascular and metabolic diseases. The Medical Devices segment provides orthopedic products; general surgery, biosurgical, endomechanical, and energy products; electrophysiology products to treat cardiovascular diseases; and vision care products, such as disposable contact lenses and ophthalmic products related to cataract and laser refractive surgery. The company markets its products to general public, and retail outlets and distributors, as well as distributes directly to wholesalers, hospitals, and health care professionals for prescription use. Johnson & Johnson was founded in 1886 and is based in New Brunswick, New Jersey.",Healthcare,Drug Manufacturers—General
264,JCI,"Johnson Controls International plc operates as a diversified technology and multi industrial company worldwide. The company operates through Building Solutions North America, Building Solutions EMEA/LA, Building Solutions EMEA/LA, and Global Products segments. The company designs, sells, installs, and services heating, ventilating, and air conditioning systems, controls systems, integrated electronic security systems, and integrated fire detection and suppression systems for commercial, industrial, retail, small business, institutional, and governmental customers; and energy efficiency solutions and technical services, including inspection, scheduled maintenance, and repair and replacement of mechanical and control systems to non-residential building and industrial applications. It also designs and produces heating and air conditioning for residential and commercial applications; and markets products and refrigeration systems to replacement and new construction market; and designs, manufactures, and sells fire protection and security products, including intrusion security, anti-theft devices, and access control and video management systems for commercial, industrial, retail, residential, small business, institutional, and governmental customers. The company was formerly known as Johnson Controls, Inc. and changed its name to Johnson Controls International plc in September 2016. Johnson Controls International plc was founded in 1885 and is headquartered in Cork, Ireland.",Industrials,Engineering & Construction
265,JPM,"JPMorgan Chase & Co. operates as a financial services company worldwide. It operates in four segments: Consumer & Community Banking (CCB), Corporate & Investment Bank (CIB), Commercial Banking (CB), and Asset & Wealth Management (AWM). The CCB segment offers deposit and investment products and services to consumers; lending, deposit, and cash management and payment solutions to small businesses; mortgage origination and servicing activities; residential mortgages and home equity loans; and credit card, payment processing, auto loan, and leasing services. The CIB segment provides investment banking products and services, including corporate strategy and structure advisory, and equity and debt markets capital-raising services, as well as loan origination and syndication; cash management and liquidity solutions; and cash securities and derivative instruments, risk management solutions, prime brokerage, and research. This segment also offers securities services, including custody, fund accounting and administration, and securities lending products for asset managers, insurance companies, and public and private investment funds. The CB segment provides financial solutions, including lending, treasury, investment banking, and asset management to small business, large and midsized corporations, local governments, and nonprofit clients; and commercial real estate banking services to investors, developers, and owners of multifamily, as well as to office, retail, industrial, and affordable housing properties. The AWM segment offers investment and wealth management services across equities, fixed income, alternatives, and money market fund asset classes; multi-asset investment management services; retirement products and services; and brokerage and banking services. The company also provides ATM, online and mobile, and telephone banking services. The company was founded in 1799 and is headquartered in New York, New York.",Financial Services,Banks—Diversified
266,JNPR,"Juniper Networks, Inc. designs, develops, and sells network products and services worldwide. The company offers routing products, such as ACX series universal access routers to deploy high-bandwidth services; MX series Ethernet routers that function as a universal edge platform; PTX series packet transport routers; cloud customer premises equipment; and NorthStar controllers. It also provides switching products, including EX series Ethernet switches to address the access, aggregation, and core layer switching requirements of micro branch, branch office, and campus environments; QFX series of core, spine, and top-of-rack data center switches; and mist access points, which provide wireless access and performance. In addition, the company offers security products comprising SRX series services gateways for the data center; Branch SRX family provides an integrated firewall and next-generation firewall; virtual firewall that delivers various features of physical firewalls; and advanced malware protection, a cloud-based service and Juniper ATP. Further, it offers Junos OS, a network operating system; Contrail networking and cloud platform, which provides an open-source and standards-based platform for SDN and NFV; Contrail Insights, an optimization and management software platform for public, private, and hybrid clouds; and Marvis Actions and AI-driven Virtual Network Assistant, which identifies the root cause of issues across the information technology, domains and automatically resolves issues. Additionally, the company provides technical support, maintenance, and professional services, as well as education and training programs. It sells its products through direct sales, distributors, value-added resellers, and original equipment manufacturer partners to end-users in the cloud, service provider, and enterprise markets. The company was founded in 1996 and is headquartered in Sunnyvale, California.",Technology,Communication Equipment
267,KSU,"Kansas City Southern, a transportation holding company, provides domestic and international rail transportation services in North America. The company serves a ten-state region in the midwest and southeast regions of the United States and has the shortest north/south rail route between Kansas City, Missouri, and ports along the Gulf of Mexico in Alabama, Louisiana, Mississippi, and Texas. It operates a commercial corridor of the Mexican railroad system and has its direct rail passageway between Mexico City and Laredo, Texas. The company provides rail access to the United States and Mexico border crossing at Nuevo Laredo, Tamaulipas; and controls and operates the southern half of the rail bridge at Laredo, Texas, as well as the northern half of this bridge. Kansas City Southern also provides rail access to the port of Lazaro Cardenas on the Pacific Ocean; and owns a 157-mile rail line extending from Laredo, Texas to the port city of Corpus Christi, Texas. Its rail network comprises approximately 6,700 route miles extending from the Midwest and Southeast portions of the United States south into Mexico. The company serves the chemical and petroleum, industrial and consumer products, agriculture and minerals, energy, intermodal, and automotive markets. Kansas City Southern was founded in 1887 and is headquartered in Kansas City, Missouri.",Industrials,Railroads
268,K,"Kellogg Company, together with its subsidiaries, manufactures and markets ready-to-eat cereal and convenience foods. The company operates through four segments: North America, Europe, Latin America, and Asia Middle East Africa. Its principal products include crackers, crisps, savory snacks, toaster pastries, cereal bars, granola bars and bites, ready-to-eat cereals, frozen waffles, veggie foods, and noodles. The company offers its products under the Kellogg's, Cheez-It, Pringles, Austin, Parati, RXBAR, Kashi, Bear Naked, Eggo, Morningstar Farms, Choco Krispies, Crunchy Nut, Nutri-Grain, Special K, Squares, Zucaritas, Sucrilhos, Pop-Tarts, K-Time, Split Stix, Be Natural, LCMs, Coco Pops, Rice Krispies Squares, Kashi Go, Vector, and Gardenburger brand names. It sells its products to retailers through direct sales forces, as well as brokers and distributors. Kellogg Company was founded in 1906 and is headquartered in Battle Creek, Michigan.",Consumer Defensive,Packaged Foods
269,KEY,"KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking services in the United States. It operates in two segments, Consumer Bank and Commercial Bank. The company offers various deposits, investment products and services; and personal finance and financial wellness, student loan refinancing, mortgage and home equity, lending, credit card, treasury, business advisory, wealth management, asset management, cash management, portfolio management, and trust and related services to individuals and small and medium-sized businesses. It also provides a suite of banking and capital market products, such as syndicated finance, debt and equity capital market products, commercial payments, equipment finance, commercial mortgage banking, derivatives, foreign exchange, financial advisory, and public finance, as well as commercial mortgage loans comprising consumer, energy, healthcare, industrial, public sector, real estate, and technology loans for middle market clients. In addition, the company offers community development financing, securities underwriting, brokerage, and investment banking services, as well as purchases retail auto sales contracts through a network of auto dealership. As of December 31, 2019, it operated through 1,098 retail banking branches and 1,420 ATMs in 15 states, as well as additional offices, online and mobile banking capabilities, and a telephone banking call center. The company was founded in 1849 and is headquartered in Cleveland, Ohio.",Financial Services,Banks—Regional
270,KEYS,"Keysight Technologies, Inc. provides electronic design and test solutions to commercial communications, networking, aerospace, defense and government, automotive, energy, semiconductor, electronic, and education industries in the Americas, Europe, and the Asia Pacific regions. Its Communications Solutions Group segment provides electronic design automation (EDA) software; and radio frequency and microwave test instruments; oscilloscopes, logic and serial protocol analyzers, logic-signal sources, arbitrary waveform generators, and bit error rate testers; optical modulation analyzers, optical component analyzers, optical power meters, and optical laser source solutions; and repair, calibration, and consulting services, as well as resells refurbished used Keysight equipment. The company's Electronic Industrial Solutions Group segment offers design tools; design verification solutions; digital multi-meters, function generators, frequency counters, data acquisition systems, audio analyzers, LCR meters, thermal imagers, precision source measure units, ultra-high precision device current analyzers, and test executive software platforms, as well as various power supplies comprising AC/DC modular supplies and electronically programmable loads. This segment also provides printed-circuit-board-assembly testers, integrated circuit parametric testers, and sub-nano-meter positioning sub-assemblies; test and measurement products and software; and repair, calibration, and consulting services, as well as resells refurbished used Keysight equipment. Its Ixia Solutions Group segment offers software applications and services, including warranty and maintenance offerings, and hardware platforms. The company sells its products through direct sales force, distributors, resellers, and manufacturer's representatives. It has partnership with Qualcomm Technologies, Inc. The company was incorporated in 2013 and is headquartered in Santa Rosa, California.",Technology,Scientific & Technical Instruments
271,KMB,"Kimberly-Clark Corporation, together with its subsidiaries, manufactures and markets personal care and consumer tissue products worldwide. It operates through three segments: Personal Care, Consumer Tissue, and K-C Professional. The Personal Care segment offers disposable diapers, training and youth pants, swimpants, baby wipes, feminine and incontinence care products, and other related products under the Huggies, Pull-Ups, Little Swimmers, GoodNites, DryNites, Kotex, U by Kotex, Intimus, Depend, Plenitud, Poise, and other brand names. The Consumer Tissue segment provides facial and bathroom tissues, paper towels, napkins, and related products under the Kleenex, Scott, Cottonelle, Viva, Andrex, Scottex, Neve, and other brand names. The K-C Professional segment offers wipers, tissues, towels, apparel, soaps, and sanitizers under the Kleenex, Scott, WypAll, Kimtech, and KleenGuard brands. The company sells household use products directly to supermarkets, mass merchandisers, drugstores, warehouse clubs, variety and department stores, and other retail outlets, as well as through other distributors and e-commerce; and away-from-home use products directly to manufacturing, lodging, office building, food service, and public facilities, as well as through distributors. Kimberly-Clark Corporation was founded in 1872 and is headquartered in Dallas, Texas.",Consumer Defensive,Household & Personal Products
272,KIM,"Kimco Realty Corp. (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is one of North America's largest publicly traded owners and operators of open-air, grocery-anchored shopping centers and mixed-use assets. As of June 30, 2020, the company owned interests in 400 U.S. shopping centers and mixed-use assets comprising 70 million square feet of gross leasable space primarily concentrated in the top major metropolitan markets. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center acquisitions, development and management for more than 60 years.",Real Estate,REIT—Retail
273,KMI,"Kinder Morgan, Inc. operates as an energy infrastructure company in North America. The company operates through Natural Gas Pipelines, Products Pipelines, Terminals, and CO2 segments. The Natural Gas Pipelines segment owns and operates interstate and intrastate natural gas pipeline and storage systems; natural gas gathering systems and natural gas processing and treating facilities; natural gas liquids fractionation facilities and transportation systems; and liquefied natural gas liquefaction and storage facilities. The Products Pipelines segment owns and operates refined petroleum products, and crude oil and condensate pipelines; and associated product terminals and petroleum pipeline transmix facilities. The Terminals segment owns and/or operates liquids and bulk terminals that stores and handles various commodities, including gasoline, diesel fuel, chemicals, ethanol, metals, and petroleum coke; and owns tankers. The CO2 segment produces, transports, and markets CO2 to recovery and production crude oil from mature oil fields; and owns interests in/or operates oil fields and gasoline processing plants, as well as operates a crude oil pipeline system in West Texas. It owns and operates approximately 83,000 miles of pipelines and 147 terminals. The company was formerly known as Kinder Morgan Holdco LLC and changed its name to Kinder Morgan, Inc. in February 2011. Kinder Morgan, Inc. was founded in 1936 and is headquartered in Houston, Texas.",Energy,Oil & Gas Midstream
274,KLAC,"KLA Corporation designs, manufactures, and markets process control and yield management solutions for the semiconductor and related nanoelectronics industries worldwide. The company offers chip and wafer manufacturing products, including defect inspection and review systems, metrology solutions, in situ process monitoring products, computational lithography software, and data analytics systems for chip manufacturers to manage yield throughout the semiconductor fabrication process. It also provides reticle manufacturing products, such as reticle inspection, metrology, and data analytics systems for mask shops; and packaging manufacturing products comprising packaging process control on wafer, automated optical inspection, data analytics, and packaging process control after singulation. In addition, the company offers compound semiconductor, power device, light emitting diode, and microelectromechanical system manufacturing products; data storage media/head manufacturing products; general purpose/lab applications; and previous-generation KLA systems. Further, it provides wafer processing solutions; printed circuit boards, and display and inspection components; products for the deposition of thin film coating of materials on crystalline silicon photovoltaic wafers; and other services. The company offers its products and services for use by various bare wafer, integrated circuit, reticle, and hard disk drive manufacturers. The company was formerly known as KLA-Tencor Corporation and changed its name to KLA Corporation in July 2019. KLA Corporation was founded in 1975 and is headquartered in Milpitas, California.",Technology,Semiconductor Equipment & Materials
275,KSS,"Kohl's Corporation operates as a retail company in the United States. Its stores and Website offer apparel, footwear, accessories, beauty, and home products. The company provides its products primarily under the brand names of Apt. 9, Croft & Barrow, Jumping Beans, SO, and Sonoma Goods for Life, as well as Food Network, LC Lauren Conrad, and Simply Vera Vera Wang. As of February 1, 2020, it operated 1,159 department stores; a Website Kohls.com; and 12 FILA outlets. Kohl's Corporation was founded in 1962 and is headquartered in Menomonee Falls, Wisconsin.",Consumer Cyclical,Department Stores
276,KHC,"The Kraft Heinz Company, together with its subsidiaries, manufactures and markets food and beverage products in the United States, Canada, the United Kingdom, and internationally. Its products include condiments and sauces, cheese and dairy, meals, meats and seafood, frozen and chilled foods, packaged drinking pouches, appetizers, refreshment beverages, coffee, nuts and salted snacks, infant and nutrition products, and other grocery products, as well as desserts, dressings, toppings, and baking. The company offers its products under the Kraft, Oscar Mayer, Heinz, Philadelphia, Lunchables, Velveeta, Planters, Maxwell House, Capri Sun, Ore-Ida, Kool-Aid, Jell-O, Classico, McCafe, Tassimo, TGI Fridays, Taco Bell Home Originals, Plasmon, Pudliszki, Honig, HP, Benedicta, Karvan Cevitam, ABC, Master, Quero, Golden Circle, and Wattie's names. It sells its products through its own sales organizations, as well as through independent brokers, agents, and distributors to chain, wholesale, cooperative and independent grocery accounts, convenience stores, drug stores, value stores, bakeries, pharmacies, mass merchants, club stores, foodservice distributors and institutions, including hotels, restaurants, hospitals, health care facilities, and government agencies; and online through e-commerce platforms and retailers. The company was formerly known as H.J. Heinz Holding Corporation and changed its name to The Kraft Heinz Company in July 2015. The Kraft Heinz Company was founded in 1869 and is headquartered in Pittsburgh, Pennsylvania.",Consumer Defensive,Packaged Foods
277,KR,"The Kroger Co. operates as a retailer in the United States. The company operates supermarkets, multi-department stores, marketplace stores, and price impact warehouse stores. Its combination food and drug stores offer natural food and organic sections, pharmacies, general merchandise, pet centers, fresh seafood, and organic produce; and multi-department stores provide apparel, home fashion and furnishings, outdoor living, electronics, automotive products, and toys. The company's marketplace stores offer full-service grocery, pharmacy, health and beauty care departments, and perishable goods, as well as general merchandise, including apparel, home goods, and toys; and price impact warehouse stores provides grocery, and health and beauty care items, as well as meat, dairy, baked goods, and fresh produce items. It also manufactures and processes food products for sale in its supermarkets; and sells fuel through 1,567 fuel centers. As of March 25, 2020, the company operated 2,757 retail food stores under various banner names in 35 states and the District of Columbia, as well as an online retail store. The Kroger Co. has a strategic partnership with Ocado Solutions to construct three new customer fulfillment centers in the Great Lakes, Pacific Northwest, and West regions. The company was founded in 1883 and is based in Cincinnati, Ohio.",Consumer Defensive,Grocery Stores
278,LB,"L Brands, Inc. operates as a specialty retailer of women's intimate and other apparel, personal care, and beauty and home fragrance products. The company operates in three segments: Victoria's Secret, Bath & Body Works, and Victoria's Secret and Bath & Body Works International. Its products include bras and panties, loungewear, athletic attire, shower gels and lotions, aromatherapy, soaps and sanitizers, and body care accessories. The company offers its products under the Victoria's Secret, PINK, Bath & Body Works, White Barn, C.O. Bigelow, and other brand names. It sells its merchandise through company-owned specialty retail stores; through its Websites; and through franchises, licenses, and wholesale partners. As of May 20, 2020, the company operated 2,897 company-owned specialty stores in the United States, Canada, the United Kingdom, and Greater China, as well as sold its brands through approximately 700 franchised locations and online worldwide. The company was formerly known as Limited Brands, Inc. and changed its name to L Brands, Inc. in March 2013. L Brands, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.",Consumer Cyclical,Apparel Retail
279,LHX,"L3Harris Technologies, Inc., an aerospace and defense technology company, provides mission-critical solutions for government and commercial customers worldwide. The company's Integrated Mission Systems segment provides multi-mission intelligence, surveillance, and reconnaissance (ISR) systems; and communication systems, as well as fleet management support, sensor development, modifications, and periodic depot maintenance services for ISR and airborne missions. It also manufactures and integrates maritime integrated command, control, communications, computers, and cyber ISR systems for maritime platforms; unmanned surface and undersea autonomous solutions; power and ship control systems; and other electronic and electrical products and systems, as well as designs and manufactures electro-optical and infrared sensors and surveillance, and targeting systems. Its Space and Airborne Systems segment offers space payloads, sensors, and full-mission solutions; classified intelligence and cyber defense solutions; and avionics and electronic warfare systems. The company's Communication Systems segment provides tactical radio communications, SATCOM terminals, and battlefield management networks; broadband secured mobile networked communication equipment, including airborne, space, and surface data link terminals, as well as ground stations and transportable tactical SATCOM systems; helmet and weapon mounted integrated night vision systems; and radios, systems applications, and equipment for public safety and professional communications. Its Aviation Systems segment offers defense aviation products; security, detection, and other commercial aviation products; commercial and military pilot training solutions; and mission networks for air traffic management. The company was formerly known as Harris Corporation and changed its name to L3Harris Technologies, Inc. in June 2019. L3Harris Technologies, Inc. was founded in 1895 and is headquartered in Melbourne, Florida.",Industrials,Aerospace & Defense
280,LH,"Laboratory Corporation of America Holdings operates as an independent clinical laboratory company worldwide. It operates in two segments, LabCorp Diagnostics (LCD) and Covance Drug Development. It offers various clinical laboratory tests, such as blood chemistry analyses, urinalyses, blood cell counts, thyroid tests, Pap tests, hemoglobin A1C and vitamin D products, prostate-specific antigens, tests for sexually-transmitted diseases, hepatitis C tests, microbiology cultures and procedures, and alcohol and other substance-abuse tests. The company also provides testing services in the areas of women's health, allergy, diagnostic genetics, cardiovascular and infectious disease, endocrinology, oncology, coagulation, pharmacogenetics, toxicology, and medical drug monitoring; and esoteric testing, cancer diagnostics, and other procedures. In addition, it provides a suite of applications to enable patients, healthcare providers, health systems, accountable care organizations, and insurers with access to LCD's data and services, as well as billing for laboratory services. Further, it offers end-to-end drug development, medical device, and diagnostic development solutions from research to clinical development and commercial market access. The company primarily serves managed care organizations, biopharmaceutical companies, physicians and other healthcare providers, hospitals and health systems, governmental agencies, employers, patients and consumers, contract research organizations, academic institutions, and independent clinical laboratories. Laboratory Corporation of America Holdings has collaborations with the Boston University, Columbia University, Duke University, Johns Hopkins University, The Mount Sinai Hospital, the University of Tennessee, Yale University, and QIAGEN N.V; and Ciox Health for the creation of COVID-19 patient data registry in the United States. The company was founded in 1971 and is headquartered in Burlington, North Carolina.",Healthcare,Diagnostics & Research
281,LRCX,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits in the United States, China, Europe, Japan, Korea, Taiwan, and the southeast Asia. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper damascene manufacturing; SOLA ultraviolet thermal processing products for film treatments; and VECTOR plasma-enhanced CVD ALD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition (HDP-CVD) products; and Striker single-wafer atomic layer deposition (ALD) products that provide multiple dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; Da Vinci, DV-Prime, EOS, and SP to address a range of wafer cleaning applications; and Metryx mass metrology systems for high precision in-line mass measurement in semiconductor wafer manufacturing. Lam Research Corporation was founded in 1980 and is headquartered in Fremont, California.",Technology,Semiconductor Equipment & Materials
282,LW,"Lamb Weston Holdings, Inc. produces, distributes, and markets value-added frozen potato products worldwide. It operates through four segments: Global, Foodservice, Retail, and Other. The company offers frozen potatoes, sweet potatoes, commercial ingredients, and appetizers under the Lamb Weston brand, as well as various customer labels. The company also offers its products under its owned or licensed brands, such as Grown in Idaho and Alexia, and other licensed brands, as well as under retailers' own brands. In addition, it engages in the vegetable and dairy businesses. The company serves retail and foodservice customers; grocery, mass, club, and specialty retailers; and businesses, independent restaurants, regional chain restaurants, and convenience stores, as well as educational institutions. Lamb Weston Holdings, Inc. was founded in 1950 and is headquartered in Eagle, Idaho.",Consumer Defensive,Packaged Foods
283,LVS,"Las Vegas Sands Corp., together with its subsidiaries, develops, owns, and operates integrated resorts in Asia and the United States. It owns and operates The Venetian Macao Resort Hotel, the Sands Cotai Central, The Parisian Macao, The Plaza Macao and Four Seasons Hotel Macao, Cotai Strip, and the Sands Macao in Macao, the People's Republic of China; and Marina Bay Sands in Singapore. The company also owns and operates The Venetian Resort Hotel Casino on the Las Vegas Strip; and the Sands Expo and Convention Center in Las Vegas, Nevada. Its integrated resorts feature accommodations, gaming, entertainment and retail malls, convention and exhibition facilities, celebrity chef restaurants, and other amenities. Las Vegas Sands Corp. was founded in 1988 and is based in Las Vegas, Nevada.",Consumer Cyclical,Resorts & Casinos
284,LEG,"Leggett & Platt, Incorporated designs and produces various engineered components and products worldwide. It operates through three segments: Bedding Products; Furniture, Flooring & Textile Products; and Specialized Products. The company offers innersprings, wire forms, specialty foams, and machines to shape wire into various types of innersprings; industrial sewing/finishing machines, conveyor lines, mattress packaging, and glue-drying equipment, as well as quilting machines; and structural fabrics, carpet cushions and hard surface flooring underlayment, and geo components to manufacturers of finished bedding, upholstered furniture, packaging, filtration, and draperies; flooring retailers and distributors of carpet cushions; and contractors, landscapers, road construction companies, and government agencies using geo components. It also provides drawn wires and steel rods to packaging and baling companies, mechanical spring manufacturers, and wire distributors, as well as bedding and furniture components, and automotive seat support and lumbar systems. In addition, the company offers bases, columns, back rests, control devices, and casters and frames; private-label finished furniture; beds and bed frames; adjustable beds; and steel mechanisms and hardware, and springs and seat suspensions to upholstered and office furniture manufacturers; department stores and big box retailers; e-commerce retailers; and mattress and furniture retailers. Further, it provides mechanical and pneumatic lumbar support and massage systems, seat suspension systems, motors and actuators, and cables; titanium, nickel, and stainless steel tubing, formed tube, and tube assemblies; and engineered hydraulic cylinders to automobile and aerospace OEMs, mobile equipment OEMs, and aerospace suppliers. The company sells its products through sales representatives and distributors. Leggett & Platt, Incorporated was founded in 1883 and is based in Carthage, Missouri.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
