Symbol,Description,Industry,Sector
HALO,"HALOZYME THERAPEUTICS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
HAS,"HASBRO, INC.",Recreational Products/Toys,Consumer Non-Durables
HASI,"HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC.",Real Estate Investment Trusts,Consumer Services
HAYN,"HAYNES INTERNATIONAL, INC.",Steel/Iron Ore,Capital Goods
HBAN,HUNTINGTON BANCSHARES INCORPORATED,Major Banks,Finance
HBCP,"HOME BANCORP, INC.",Banks,Finance
HBI,HANESBRANDS INC.,Clothing/Shoe/Accessory Stores,Consumer Services
HBIO,"HARVARD BIOSCIENCE, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
HBMD,"HOWARD BANCORP, INC.",Major Banks,Finance
HBNC,"HORIZON BANCORP, INC.",Major Banks,Finance
HBP,"HUTTIG BUILDING PRODUCTS, INC.",RETAIL: Building Materials,Consumer Services
HCA,"HCA HEALTHCARE, INC.",Hospital/Nursing Management,Health Care
HCC,"WARRIOR MET COAL, INC.",Coal Mining,Energy
HCCI,"HERITAGE-CRYSTAL CLEAN, INC.",Miscellaneous,Basic Industries
HCHC,"HC2 HOLDINGS, INC.",Metal Fabrications,Capital Goods
HCI,"HCI GROUP, INC.",Property-Casualty Insurers,Finance
HCKT,"THE HACKETT GROUP, INC.",Professional Services,Consumer Services
HCSG,"HEALTHCARE SERVICES GROUP, INC.",Hospital/Nursing Management,Health Care
HD,"HOME DEPOT, INC. (THE)",RETAIL: Building Materials,Consumer Services
HDS,"HD SUPPLY HOLDINGS, INC.",Office Equipment/Supplies/Services,Consumer Services
HDSN,"HUDSON TECHNOLOGIES, INC.",Industrial Specialties,Consumer Durables
HE,"HAWAIIAN ELECTRIC INDUSTRIES, INC.",Electric Utilities: Central,Public Utilities
HEES,"H&E EQUIPMENT SERVICES, INC.",,
HEI,HEICO CORPORATION,Aerospace,Capital Goods
HEI-A,HEICO CORPORATION,Aerospace,Capital Goods
HELE,HELEN OF TROY LIMITED,Home Furnishings,Consumer Durables
HERO,GLOBAL X VIDEO GAMES & ESPORTS ETF,,
HES,HESS CORPORATION,Integrated oil Companies,Energy
HFC,HOLLYFRONTIER CORPORATION,Integrated oil Companies,Energy
HFWA,HERITAGE FINANCIAL CORPORATION,Banks,Finance
HGV,HILTON GRAND VACATIONS INC.,Hotels/Resorts,Consumer Services
HHC,HOWARD HUGHES CORPORATION (THE),Real Estate Investment Trusts,Consumer Services
HI,HILLENBRAND INC,Miscellaneous manufacturing industries,Consumer Durables
HIBB,"HIBBETT SPORTS, INC.",Other Specialty Stores,Consumer Services
HIFS,HINGHAM INSTITUTION FOR SAVINGS,,
HIG,"HARTFORD FINANCIAL SERVICES GROUP, INC. (THE)",Property-Casualty Insurers,Finance
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Marine Transportation,Capital Goods
HIL,"HILL INTERNATIONAL, INC.",Military/Government/Technical,Consumer Services
HIW,"HIGHWOODS PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
HL,HECLA MINING COMPANY,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
HLF,HERBALIFE NUTRITION LTD.,Other Pharmaceuticals,Health Care
HLI,"HOULIHAN LOKEY, INC.",Investment Managers,Finance
HLIT,HARMONIC INC.,Radio And Television Broadcasting And Communications Equipment,Technology
HLNE,HAMILTON LANE INCORPORATED,Investment Managers,Finance
HLT,HILTON WORLDWIDE HOLDINGS INC.,Hotels/Resorts,Consumer Services
HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",Oilfield Services/Equipment,Energy
HMHC,HOUGHTON MIFFLIN HARCOURT COMPANY,Books,Consumer Services
HMN,HORACE MANN EDUCATORS CORPORATION,Property-Casualty Insurers,Finance
HMST,"HOMESTREET, INC.",Major Banks,Finance
HMSY,HMS HOLDINGS CORP,Business Services,Miscellaneous
HMTV,"HEMISPHERE MEDIA GROUP, INC.",Television Services,Consumer Services
HNI,HNI CORPORATION,Office Equipment/Supplies/Services,Consumer Durables
HNRG,HALLADOR ENERGY COMPANY,Coal Mining,Energy
HOFT,HOOKER FURNITURE CORPORATION,Home Furnishings,Consumer Durables
HOG,"HARLEY-DAVIDSON, INC.",Motor Vehicles,Consumer Non-Durables
HOLX,"HOLOGIC, INC.",Medical Electronics,Health Care
HOMB,"HOME BANCSHARES, INC.",Major Banks,Finance
HOME,AT HOME GROUP INC.,Home Furnishings,Consumer Services
HON,HONEYWELL INTERNATIONAL INC.,Aerospace,Capital Goods
HONE,"HARBORONE BANCORP, INC.",Major Banks,Finance
HOOK,HOOKIPA PHARMA INC.,Major Pharmaceuticals,Health Care
HOPE,"HOPE BANCORP, INC.",Major Banks,Finance
HOV,HOVNANIAN ENTERPRISES INC,Homebuilding,Capital Goods
HP,"HELMERICH & PAYNE, INC.",Oil & Gas Production,Energy
HPE,HEWLETT PACKARD ENTERPRISE COMPANY,Retail: Computer Software & Peripheral Equipment,Technology
HPP,"HUDSON PACIFIC PROPERTIES, INC.",Real Estate,Finance
HPQ,HP INC.,Computer Manufacturing,Technology
HQY,"HEALTHEQUITY, INC.",Business Services,Miscellaneous
HR,HEALTHCARE REALTY TRUST INCORPORATED,Real Estate Investment Trusts,Consumer Services
HRB,"H&R BLOCK, INC.",Other Consumer Services,Consumer Services
HRC,HILL-ROM HOLDINGS INC,Medical/Dental Instruments,Health Care
HRI,HERC HOLDINGS INC.,,
HRL,HORMEL FOODS CORPORATION,Meat/Poultry/Fish,Consumer Non-Durables
HRTG,"HERITAGE INSURANCE HOLDINGS, INC.",Property-Casualty Insurers,Finance
HRTX,"HERON THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
HRZN,HORIZON TECHNOLOGY FINANCE CORPORATION,,
HSC,HARSCO CORPORATION,Diversified Commercial Services,Consumer Services
HSIC,"HENRY SCHEIN, INC.",Medical Specialities,Health Care
HSII,"HEIDRICK & STRUGGLES INTERNATIONAL, INC.",Diversified Commercial Services,Technology
HSKA,HESKA CORPORATION,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
HST,"HOST HOTELS & RESORTS, INC.",Real Estate Investment Trusts,Consumer Services
HSTM,"HEALTHSTREAM, INC.","Computer Software: Programming, Data Processing",Technology
HSY,HERSHEY COMPANY (THE),Specialty Foods,Consumer Non-Durables
HT,HERSHA HOSPITALITY TRUST,Real Estate Investment Trusts,Consumer Services
HTA,"HEALTHCARE TRUST OF AMERICA, INC.",Real Estate Investment Trusts,Consumer Services
HTBI,"HOMETRUST BANCSHARES, INC.",Savings Institutions,Finance
HTBK,HERITAGE COMMERCE CORP,Major Banks,Finance
HTGC,"HERCULES CAPITAL, INC.",,
HTH,HILLTOP HOLDINGS INC.,Major Banks,Finance
HTLD,"HEARTLAND EXPRESS, INC.",Trucking Freight/Courier Services,Transportation
HTLF,"HEARTLAND FINANCIAL USA, INC.",Major Banks,Finance
HTZ,"HERTZ GLOBAL HOLDINGS, INC",Rental/Leasing Companies,Consumer Services
HUBB,HUBBELL INC,Electrical Products,Capital Goods
HUBG,"HUB GROUP, INC.",Oil Refining/Marketing,Transportation
HUBS,"HUBSPOT, INC.",Computer Software: Prepackaged Software,Technology
HUM,HUMANA INC.,Medical Specialities,Health Care
HUN,HUNTSMAN CORPORATION,Major Chemicals,Basic Industries
HURC,"HURCO COMPANIES, INC.",Industrial Machinery/Components,Capital Goods
HURN,HURON CONSULTING GROUP INC.,Professional Services,Consumer Services
HUSA,HOUSTON AMERICAN ENERGY CORPORATION,Oil & Gas Production,Energy
HVT,"HAVERTY FURNITURE COMPANIES, INC.",Other Specialty Stores,Consumer Services
HWCC,HOUSTON WIRE & CABLE COMPANY,Telecommunications Equipment,Consumer Non-Durables
HWKN,"HAWKINS, INC.",Specialty Chemicals,Consumer Durables
HXL,HEXCEL CORPORATION,Major Chemicals,Basic Industries
HY,"HYSTER-YALE MATERIALS HANDLING, INC.",Construction/Ag Equipment/Trucks,Capital Goods
HZN,HORIZON GLOBAL CORPORATION,Auto Parts:O.E.M.,Capital Goods
HZNP,HORIZON THERAPEUTICS PUBLIC LIMITED COMPANY,Major Pharmaceuticals,Health Care
HZO,"MARINEMAX, INC.",Other Specialty Stores,Consumer Services
IAC,IAC/INTERACTIVECORP,Other Specialty Stores,Consumer Services
IART,INTEGRA LIFESCIENCES HOLDINGS CORPORATION,Medical/Dental Instruments,Health Care
IBCP,INDEPENDENT BANK CORPORATION,Major Banks,Finance
IBKR,"INTERACTIVE BROKERS GROUP, INC.",Investment Bankers/Brokers/Service,Finance
IBM,INTERNATIONAL BUSINESS MACHINES CORPORATION,Computer Manufacturing,Technology
IBOC,INTERNATIONAL BANCSHARES CORPORATION,Major Banks,Finance
IBP,"INSTALLED BUILDING PRODUCTS, INC.",Homebuilding,Basic Industries
IBTX,"INDEPENDENT BANK GROUP, INC",Major Banks,Finance
ICBK,"COUNTY BANCORP, INC.",Major Banks,Finance
ICD,"INDEPENDENCE CONTRACT DRILLING, INC.",Oil & Gas Production,Energy
ICE,INTERCONTINENTAL EXCHANGE INC.,Investment Bankers/Brokers/Service,Finance
ICFI,"ICF INTERNATIONAL, INC.",Professional Services,Consumer Services
ICHR,ICHOR HOLDINGS,Semiconductors,Technology
ICLK,ICLICK INTERACTIVE ASIA GROUP LIMITED,Computer Software: Prepackaged Software,Technology
ICON,"ICONIX BRAND GROUP, INC.",Shoe Manufacturing,Consumer Non-Durables
ICPT,"INTERCEPT PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
ICUI,"ICU MEDICAL, INC.",Medical/Dental Instruments,Health Care
IDA,"IDACORP, INC.",Electric Utilities: Central,Public Utilities
IDCC,"INTERDIGITAL, INC.",Multi-Sector Companies,Miscellaneous
IDRA,"IDERA PHARMACEUTICALS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
IDT,IDT CORPORATION,Telecommunications Equipment,Public Utilities
IDXX,"IDEXX LABORATORIES, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
IESC,"IES HOLDINGS, INC.",Engineering & Construction,Capital Goods
IEX,IDEX CORPORATION,Fluid Controls,Capital Goods
IFF,"INTERNATIONAL FLAVORS & FRAGRANCES, INC.",Major Chemicals,Basic Industries
IGT,INTERNATIONAL GAME TECHNOLOGY,Services-Misc. Amusement & Recreation,Consumer Services
IHC,INDEPENDENCE HOLDING COMPANY,Life Insurance,Finance
III,"INFORMATION SERVICES GROUP, INC.",Professional Services,Consumer Services
IIIN,"INSTEEL INDUSTRIES, INC.",Steel/Iron Ore,Capital Goods
IIVI,II-VI INCORPORATED,Electronic Components,Capital Goods
ILMN,"ILLUMINA, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
IMAX,IMAX CORPORATION,Industrial Machinery/Components,Miscellaneous
IMGN,"IMMUNOGEN, INC.",Major Pharmaceuticals,Health Care
IMH,"IMPAC MORTGAGE HOLDINGS, INC.",Real Estate Investment Trusts,Consumer Services
IMKTA,"INGLES MARKETS, INCORPORATED",Food Chains,Consumer Services
IMMR,IMMERSION CORPORATION,Computer peripheral equipment,Technology
IMMU,"IMMUNOMEDICS, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
INBK,FIRST INTERNET BANCORP,Major Banks,Finance
INCY,INCYTE CORPORATION,Biotechnology: Commercial Physical & Biological Resarch,Health Care
INDB,INDEPENDENT BANK CORP.,Major Banks,Finance
INFI,"INFINITY PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
INFN,INFINERA CORPORATION,Telecommunications Equipment,Public Utilities
INFO,IHS MARKIT LTD.,"Computer Software: Programming, Data Processing",Technology
INFY,INFOSYS LIMITED,EDP Services,Technology
INGN,"INOGEN, INC",Industrial Specialties,Health Care
INGR,INGREDION INCORPORATED,Packaged Foods,Consumer Non-Durables
INN,"SUMMIT HOTEL PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
INO,"INOVIO PHARMACEUTICALS, INC.",Medical/Dental Instruments,Health Care
INOD,INNODATA INC.,EDP Services,Technology
INOV,"INOVALON HOLDINGS, INC.",EDP Services,Technology
INSE,"INSPIRED ENTERTAINMENT, INC.",Computer Software: Prepackaged Software,Technology
INSM,"INSMED, INC.",Major Pharmaceuticals,Health Care
INSP,"INSPIRE MEDICAL SYSTEMS, INC.",Medical/Dental Instruments,Health Care
INSU,INSURANCE ACQUISITION CORP.,Automotive Aftermarket,Consumer Durables
INSW,"INTERNATIONAL SEAWAYS, INC.",Marine Transportation,Consumer Services
INT,WORLD FUEL SERVICES CORPORATION,Oil Refining/Marketing,Energy
INTC,INTEL CORPORATION,Semiconductors,Technology
INTU,INTUIT INC.,Computer Software: Prepackaged Software,Technology
INVA,"INNOVIVA, INC.",Major Pharmaceuticals,Health Care
INVE,"IDENTIV, INC.",Computer peripheral equipment,Technology
INVH,INVITATION HOMES INC.,Real Estate,Finance
INWK,"INNERWORKINGS, INC.",Business Services,Miscellaneous
IO,ION GEOPHYSICAL CORPORATION,Oil & Gas Production,Energy
IONS,"IONIS PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
IOSP,INNOSPEC INC.,Major Chemicals,Basic Industries
IP,INTERNATIONAL PAPER COMPANY,Paper,Basic Industries
IPAR,"INTER PARFUMS, INC.",Package Goods/Cosmetics,Consumer Non-Durables
IPG,"INTERPUBLIC GROUP OF COMPANIES, INC. (THE)",Advertising,Technology
IPGP,IPG PHOTONICS CORPORATION,Semiconductors,Technology
IPHI,INPHI CORPORATION,Semiconductors,Technology
IPI,"INTREPID POTASH, INC",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
IR,INGERSOLL RAND INC.,Industrial Machinery/Components,Technology
IRBT,IROBOT CORPORATION,Consumer Electronics/Appliances,Consumer Durables
IRDM,IRIDIUM COMMUNICATIONS INC,Telecommunications Equipment,Capital Goods
IRET,INVESTORS REAL ESTATE TRUST,Real Estate Investment Trusts,Consumer Services
IRM,IRON MOUNTAIN INCORPORATED,Real Estate Investment Trusts,Consumer Services
IRT,"INDEPENDENCE REALTY TRUST, INC.",Real Estate Investment Trusts,Consumer Services
IRTC,"IRHYTHM TECHNOLOGIES, INC.",Medical/Dental Instruments,Health Care
IRWD,"IRONWOOD PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
ISBC,"INVESTORS BANCORP, INC.",Major Banks,Finance
ISRG,"INTUITIVE SURGICAL, INC.",Industrial Specialties,Health Care
ISSC,"INNOVATIVE SOLUTIONS AND SUPPORT, INC.",EDP Services,Technology
ISTR,INVESTAR HOLDING CORPORATION,Major Banks,Finance
IT,"GARTNER, INC.",Other Consumer Services,Consumer Services
ITCI,INTRA-CELLULAR THERAPIES INC.,Major Pharmaceuticals,Health Care
ITGR,INTEGER HOLDINGS CORPORATION,Industrial Machinery/Components,Miscellaneous
ITI,"ITERIS, INC.",Telecommunications Equipment,Capital Goods
ITIC,INVESTORS TITLE COMPANY,Specialty Insurers,Finance
ITRI,"ITRON, INC.",Electrical Products,Capital Goods
ITT,ITT INC.,Fluid Controls,Capital Goods
ITW,ILLINOIS TOOL WORKS INC.,Industrial Machinery/Components,Technology
IVAC,"INTEVAC, INC.",Industrial Machinery/Components,Technology
IVC,INVACARE CORPORATION,Industrial Specialties,Health Care
IVR,INVESCO MORTGAGE CAPITAL INC,Real Estate Investment Trusts,Consumer Services
IVZ,INVESCO PLC,Investment Managers,Finance
JACK,JACK IN THE BOX INC.,Restaurants,Consumer Services
JAKK,"JAKKS PACIFIC, INC.",Recreational Products/Toys,Consumer Non-Durables
JAX,"J. ALEXANDER'S HOLDINGS, INC.",Restaurants,Consumer Services
JAZZ,JAZZ PHARMACEUTICALS PLC,Major Pharmaceuticals,Health Care
JBHT,"J.B. HUNT TRANSPORT SERVICES, INC.",Trucking Freight/Courier Services,Transportation
JBL,JABIL INC.,Electrical Products,Technology
JBLU,JETBLUE AIRWAYS CORPORATION,Air Freight/Delivery Services,Transportation
JBSS,"JOHN B. SANFILIPPO & SON, INC.",Specialty Foods,Consumer Non-Durables
JBT,JOHN BEAN TECHNOLOGIES CORPORATION,Industrial Machinery/Components,Technology
JCAP,"JERNIGAN CAPITAL, INC.",Real Estate Investment Trusts,Consumer Services
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Other Consumer Services,Consumer Services
JCOM,"J2 GLOBAL, INC.",Telecommunications Equipment,Technology
JCS,"COMMUNICATIONS SYSTEMS, INC.",Telecommunications Equipment,Public Utilities
JEF,JEFFERIES FINANCIAL GROUP INC.,Investment Bankers/Brokers/Service,Finance
JELD,"JELD-WEN HOLDING, INC.",Forest Products,Basic Industries
JILL,"J. JILL, INC.",Apparel,Consumer Non-Durables
JJSF,J & J SNACK FOODS CORP.,Specialty Foods,Consumer Non-Durables
JKHY,"JACK HENRY & ASSOCIATES, INC.",EDP Services,Technology
JLL,JONES LANG LASALLE INCORPORATED,Real Estate,Finance
JMP,JMP GROUP LLC,Investment Bankers/Brokers/Service,Finance
JNCE,"JOUNCE THERAPEUTICS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
JNJ,JOHNSON & JOHNSON,Major Pharmaceuticals,Health Care
JNPR,"JUNIPER NETWORKS, INC.",Computer Communications Equipment,Technology
JOE,ST. JOE COMPANY (THE),Homebuilding,Consumer Services
JOUT,JOHNSON OUTDOORS INC.,Recreational Products/Toys,Consumer Non-Durables
JPM,J P MORGAN CHASE & CO,Major Banks,Finance
JRVR,"JAMES RIVER GROUP HOLDINGS, LTD.",Property-Casualty Insurers,Finance
JW-A,"JOHN WILEY & SONS, INC.",,
JWN,"NORDSTROM, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
K,KELLOGG COMPANY,Packaged Foods,Consumer Non-Durables
KAI,KADANT INC,Industrial Machinery/Components,Technology
KALU,KAISER ALUMINUM CORPORATION,Metal Fabrications,Capital Goods
KAMN,KAMAN CORPORATION,Industrial Specialties,Consumer Durables
KAR,"KAR AUCTION SERVICES, INC",Automotive Aftermarket,Consumer Durables
KBAL,"KIMBALL INTERNATIONAL, INC.",Home Furnishings,Consumer Durables
KBH,KB HOME,Homebuilding,Capital Goods
KBR,"KBR, INC.",Military/Government/Technical,Basic Industries
KE,"KIMBALL ELECTRONICS, INC.",Electrical Products,Technology
KELYA,"KELLY SERVICES, INC.",Professional Services,Technology
KEX,KIRBY CORPORATION,Marine Transportation,Consumer Services
KEY,KEYCORP,Major Banks,Finance
KEYS,KEYSIGHT TECHNOLOGIES INC.,Industrial Machinery/Components,Capital Goods
KFFB,KENTUCKY FIRST FEDERAL BANCORP,Savings Institutions,Finance
KFRC,"KFORCE, INC.",Professional Services,Technology
KFY,KORN FERRY,Diversified Commercial Services,Technology
KHC,THE KRAFT HEINZ COMPANY,Packaged Foods,Consumer Non-Durables
KIM,KIMCO REALTY CORPORATION,Real Estate Investment Trusts,Consumer Services
KIN,"KINDRED BIOSCIENCES, INC.",Major Pharmaceuticals,Health Care
KINS,"KINGSTONE COMPANIES, INC",Property-Casualty Insurers,Finance
KIRK,"KIRKLAND'S, INC.",Other Specialty Stores,Consumer Services
KLAC,KLA CORPORATION,Electronic Components,Capital Goods
KLIC,"KULICKE AND SOFFA INDUSTRIES, INC.",Semiconductors,Technology
KMB,KIMBERLY-CLARK CORPORATION,Containers/Packaging,Consumer Durables
KMI,"KINDER MORGAN, INC.",Natural Gas Distribution,Public Utilities
KMPR,KEMPER CORPORATION,Property-Casualty Insurers,Finance
KMT,KENNAMETAL INC.,Industrial Machinery/Components,Capital Goods
KMX,CARMAX INC,Automotive Aftermarket,Consumer Durables
KN,KNOWLES CORPORATION,Consumer Electronics/Appliances,Consumer Non-Durables
KNL,"KNOLL, INC.",Office Equipment/Supplies/Services,Consumer Durables
KNSL,"KINSALE CAPITAL GROUP, INC.",Property-Casualty Insurers,Finance
KNX,"KNIGHT TRANSPORTATION, INC.",Trucking Freight/Courier Services,Transportation
KO,COCA-COLA COMPANY (THE),Beverages (Production/Distribution),Consumer Non-Durables
KODK,EASTMAN KODAK COMPANY,Industrial Machinery/Components,Miscellaneous
KOP,KOPPERS HOLDINGS INC.,Forest Products,Basic Industries
KOPN,KOPIN CORPORATION,Semiconductors,Technology
KOS,KOSMOS ENERGY LTD.,Oil & Gas Production,Energy
KPTI,KARYOPHARM THERAPEUTICS INC.,Major Pharmaceuticals,Health Care
KR,KROGER COMPANY (THE),Food Chains,Consumer Services
KRA,KRATON CORPORATION,Major Chemicals,Basic Industries
KRC,KILROY REALTY CORPORATION,Real Estate Investment Trusts,Consumer Services
KREF,KKR REAL ESTATE FINANCE TRUST INC.,Real Estate Investment Trusts,Consumer Services
KRG,KITE REALTY GROUP TRUST,Real Estate Investment Trusts,Consumer Services
KRNY,KEARNY FINANCIAL,Savings Institutions,Finance
KRO,KRONOS WORLDWIDE INC,Major Chemicals,Basic Industries
KSS,KOHL'S CORPORATION,Department/Specialty Retail Stores,Consumer Services
KSU,KANSAS CITY SOUTHERN,Railroads,Transportation
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",Military/Government/Technical,Capital Goods
KURA,"KURA ONCOLOGY, INC.",Major Pharmaceuticals,Health Care
KVHI,"KVH INDUSTRIES, INC.",Radio And Television Broadcasting And Communications Equipment,Technology
KW,KENNEDY-WILSON HOLDINGS INC.,Real Estate,Finance
KWR,QUAKER CHEMICAL CORPORATION,Major Chemicals,Basic Industries
L,LOEWS CORPORATION,Property-Casualty Insurers,Finance
LAD,"LITHIA MOTORS, INC.",Automotive Aftermarket,Consumer Durables
LADR,LADDER CAPITAL CORP,Real Estate Investment Trusts,Consumer Services
LAMR,LAMAR ADVERTISING COMPANY,Real Estate Investment Trusts,Consumer Services
LANC,LANCASTER COLONY CORPORATION,Packaged Foods,Consumer Non-Durables
LAUR,"LAUREATE EDUCATION, INC.",Other Consumer Services,Consumer Services
LAWS,"LAWSON PRODUCTS, INC.",Industrial Specialties,Consumer Durables
LAZ,LAZARD LTD.,Investment Managers,Finance
LB,"L BRANDS, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
LBAI,"LAKELAND BANCORP, INC.",Major Banks,Finance
LBRDA,LIBERTY BROADBAND CORPORATION,Television Services,Consumer Services
LBRDK,LIBERTY BROADBAND CORPORATION,Television Services,Consumer Services
LBTYA,LIBERTY GLOBAL PLC,,
LC,LENDINGCLUB CORPORATION,Finance: Consumer Services,Finance
LCI,LANNETT CO INC,Major Pharmaceuticals,Health Care
LCII,LCI INDUSTRIES,Auto Parts:O.E.M.,Capital Goods
LCNB,LCNB CORPORATION,Major Banks,Finance
LCUT,"LIFETIME BRANDS, INC.",Industrial Machinery/Components,Capital Goods
LDL,"LYDALL, INC.",Auto Parts:O.E.M.,Capital Goods
LDOS,"LEIDOS HOLDINGS, INC.",EDP Services,Technology
LE,"LANDS' END, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
LEA,LEAR CORPORATION,Auto Parts:O.E.M.,Capital Goods
LECO,"LINCOLN ELECTRIC HOLDINGS, INC.",Industrial Machinery/Components,Technology
LEE,"LEE ENTERPRISES, INCORPORATED",Newspapers/Magazines,Consumer Services
LEG,"LEGGETT & PLATT, INCORPORATED",Home Furnishings,Consumer Durables
LEN,LENNAR CORPORATION,Homebuilding,Basic Industries
LEN-B,LENNAR CORPORATION,Homebuilding,Basic Industries
LFUS,"LITTELFUSE, INC.",Electrical Products,Consumer Durables
LFVN,LIFEVANTAGE CORPORATION,Major Pharmaceuticals,Health Care
LGF-A,LIONS GATE ENTERTAINMENT CORPORATION,,
LGF-B,LIONS GATE ENTERTAINMENT CORPORATION,,
LGIH,"LGI HOMES, INC.",Homebuilding,Capital Goods
LGND,LIGAND PHARMACEUTICALS INCORPORATED,Major Pharmaceuticals,Health Care
LH,LABORATORY CORPORATION OF AMERICA HOLDINGS,Medical Specialities,Health Care
LHCG,LHC GROUP,Medical/Nursing Services,Health Care
LIFE,"ATYR PHARMA, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
LII,"LENNOX INTERNATIONAL, INC.",Industrial Machinery/Components,Capital Goods
LINC,LINCOLN EDUCATIONAL SERVICES CORPORATION,Other Consumer Services,Consumer Services
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC.,Transportation Services,Consumer Services
LITE,LUMENTUM HOLDINGS INC.,Telecommunications Equipment,Capital Goods
LIVN,LIVANOVA PLC,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
LJPC,LA JOLLA PHARMACEUTICAL COMPANY,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
LKFN,LAKELAND FINANCIAL CORPORATION,Major Banks,Finance
LKQ,LKQ CORPORATION,Motor Vehicles,Consumer Services
LL,"LUMBER LIQUIDATORS HOLDINGS, INC",RETAIL: Building Materials,Consumer Services
LLNW,"LIMELIGHT NETWORKS, INC.",Business Services,Miscellaneous
LLY,ELI LILLY AND COMPANY,Major Pharmaceuticals,Health Care
LMAT,"LEMAITRE VASCULAR, INC.",Medical/Dental Instruments,Health Care
LMNR,LIMONEIRA CO,Farming/Seeds/Milling,Consumer Non-Durables
LMNX,LUMINEX CORPORATION,Medical/Dental Instruments,Health Care
LMT,LOCKHEED MARTIN CORPORATION,Military/Government/Technical,Capital Goods
LNC,LINCOLN NATIONAL CORPORATION,Life Insurance,Finance
LNDC,LANDEC CORPORATION,Packaged Foods,Consumer Non-Durables
LNG,"CHENIERE ENERGY, INC.",Oil/Gas Transmission,Public Utilities
LNN,LINDSAY CORPORATION,Industrial Machinery/Components,Capital Goods
LNT,ALLIANT ENERGY CORPORATION,Power Generation,Public Utilities
LNTH,"LANTHEUS HOLDINGS, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
LOB,"LIVE OAK BANCSHARES, INC.",Major Banks,Finance
LOCO,"EL POLLO LOCO HOLDINGS, INC.",Restaurants,Consumer Services
LOGI,LOGITECH INTERNATIONAL S.A.,Computer peripheral equipment,Technology
LOGM,,,
LOOP,"LOOP INDUSTRIES, INC.",Major Chemicals,Basic Industries
LOPE,"GRAND CANYON EDUCATION, INC.",Other Consumer Services,Consumer Services
LORL,"LORAL SPACE AND COMMUNICATIONS, INC.",Radio And Television Broadcasting And Communications Equipment,Technology
LOV,"SPARK NETWORKS, INC.",Other Consumer Services,Consumer Services
LOW,"LOWE'S COMPANIES, INC.",RETAIL: Building Materials,Consumer Services
LPG,DORIAN LPG LTD.,Marine Transportation,Transportation
LPI,"LAREDO PETROLEUM, INC.",Oil & Gas Production,Energy
LPLA,LPL FINANCIAL HOLDINGS INC.,Investment Bankers/Brokers/Service,Finance
LPSN,"LIVEPERSON, INC.",Computer Software: Prepackaged Software,Technology
LPX,LOUISIANA-PACIFIC CORPORATION,Forest Products,Basic Industries
LQDT,"LIQUIDITY SERVICES, INC.",Business Services,Miscellaneous
LRCX,LAM RESEARCH CORPORATION,Industrial Machinery/Components,Technology
LRN,K12 INC,Other Consumer Services,Consumer Services
LSCC,LATTICE SEMICONDUCTOR CORPORATION,Semiconductors,Technology
LSI,"LIFE STORAGE, INC.",Real Estate Investment Trusts,Consumer Services
LSTR,"LANDSTAR SYSTEM, INC.",Trucking Freight/Courier Services,Transportation
LSXMA,LIBERTY MEDIA CORPORATION,Broadcasting,Consumer Services
LSXMK,LIBERTY MEDIA CORPORATION,Broadcasting,Consumer Services
LTC,"LTC PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
LTRPA,"LIBERTY TRIPADVISOR HOLDINGS, INC.",EDP Services,Technology
LUB,"LUBY'S, INC.",Restaurants,Consumer Services
LULU,LULULEMON ATHLETICA INC.,Apparel,Consumer Non-Durables
